item_category_id,shop_id,date_block_num,item_cnt_month
15,2,3,4.0
19,2,3,112.0
21,2,3,24.0
22,2,3,4.0
23,2,3,53.0
25,2,3,6.0
28,2,3,36.0
29,2,3,2.0
30,2,3,132.0
33,2,3,2.0
35,2,3,6.0
37,2,3,17.0
38,2,3,15.0
40,2,3,45.0
41,2,3,2.0
43,2,3,1.0
49,2,3,13.0
55,2,3,8.0
62,2,3,3.0
63,2,3,1.0
64,2,3,3.0
65,2,3,1.0
67,2,3,7.0
70,2,3,1.0
72,2,3,6.0
73,2,3,10.0
75,2,3,22.0
77,2,3,2.0
82,2,3,10.0
83,2,3,4.0
2,2,4,8.0
3,2,4,2.0
4,2,4,4.0
5,2,4,4.0
6,2,4,4.0
11,2,4,4.0
13,2,4,2.0
14,2,4,2.0
15,2,4,1.0
19,2,4,96.0
21,2,4,29.0
22,2,4,5.0
23,2,4,46.0
25,2,4,26.0
28,2,4,23.0
29,2,4,3.0
30,2,4,100.0
33,2,4,5.0
35,2,4,6.0
37,2,4,17.0
38,2,4,13.0
40,2,4,60.0
41,2,4,6.0
43,2,4,1.0
49,2,4,4.0
55,2,4,3.0
62,2,4,1.0
63,2,4,3.0
64,2,4,2.0
65,2,4,4.0
67,2,4,2.0
70,2,4,5.0
71,2,4,9.0
72,2,4,1.0
73,2,4,16.0
75,2,4,27.0
77,2,4,1.0
82,2,4,8.0
2,2,5,15.0
3,2,5,2.0
4,2,5,8.0
5,2,5,7.0
6,2,5,10.0
11,2,5,2.0
13,2,5,2.0
14,2,5,3.0
15,2,5,2.0
19,2,5,184.0
21,2,5,25.0
22,2,5,10.0
23,2,5,70.0
25,2,5,20.0
28,2,5,39.0
29,2,5,10.0
30,2,5,139.0
33,2,5,11.0
35,2,5,9.0
37,2,5,26.0
38,2,5,11.0
40,2,5,84.0
41,2,5,4.0
49,2,5,6.0
55,2,5,4.0
56,2,5,1.0
62,2,5,9.0
63,2,5,20.0
64,2,5,4.0
65,2,5,4.0
67,2,5,6.0
70,2,5,5.0
71,2,5,21.0
72,2,5,3.0
73,2,5,15.0
75,2,5,22.0
81,2,5,1.0
82,2,5,12.0
83,2,5,6.0
2,2,6,14.0
3,2,6,8.0
4,2,6,5.0
5,2,6,1.0
6,2,6,14.0
11,2,6,11.0
15,2,6,6.0
19,2,6,138.0
21,2,6,25.0
22,2,6,10.0
23,2,6,82.0
25,2,6,8.0
28,2,6,55.0
29,2,6,6.0
30,2,6,155.0
33,2,6,8.0
35,2,6,4.0
37,2,6,21.0
38,2,6,5.0
40,2,6,92.0
41,2,6,4.0
43,2,6,1.0
49,2,6,17.0
55,2,6,1.0
62,2,6,5.0
63,2,6,14.0
64,2,6,5.0
65,2,6,7.0
67,2,6,2.0
69,2,6,2.0
70,2,6,13.0
71,2,6,17.0
72,2,6,1.0
73,2,6,7.0
75,2,6,29.0
77,2,6,2.0
82,2,6,6.0
83,2,6,6.0
2,2,7,18.0
3,2,7,6.0
4,2,7,4.0
5,2,7,8.0
6,2,7,12.0
11,2,7,7.0
13,2,7,-1.0
14,2,7,2.0
15,2,7,5.0
19,2,7,197.0
21,2,7,22.0
22,2,7,12.0
23,2,7,106.0
25,2,7,10.0
28,2,7,46.0
29,2,7,9.0
30,2,7,177.0
33,2,7,6.0
35,2,7,9.0
37,2,7,26.0
38,2,7,18.0
40,2,7,63.0
41,2,7,3.0
49,2,7,9.0
56,2,7,2.0
58,2,7,2.0
62,2,7,9.0
63,2,7,18.0
64,2,7,3.0
65,2,7,5.0
67,2,7,2.0
70,2,7,3.0
71,2,7,28.0
72,2,7,4.0
73,2,7,3.0
75,2,7,21.0
77,2,7,1.0
2,2,8,13.0
3,2,8,7.0
4,2,8,1.0
6,2,8,12.0
11,2,8,9.0
14,2,8,1.0
15,2,8,10.0
19,2,8,257.0
21,2,8,15.0
22,2,8,16.0
23,2,8,143.0
28,2,8,42.0
29,2,8,23.0
30,2,8,182.0
33,2,8,4.0
35,2,8,8.0
37,2,8,24.0
38,2,8,16.0
40,2,8,56.0
41,2,8,3.0
49,2,8,10.0
62,2,8,6.0
63,2,8,2.0
64,2,8,1.0
65,2,8,2.0
69,2,8,1.0
70,2,8,5.0
71,2,8,47.0
72,2,8,2.0
73,2,8,7.0
75,2,8,20.0
2,2,9,14.0
3,2,9,6.0
6,2,9,11.0
11,2,9,10.0
14,2,9,3.0
15,2,9,2.0
19,2,9,191.0
21,2,9,6.0
22,2,9,8.0
23,2,9,108.0
28,2,9,76.0
29,2,9,5.0
30,2,9,149.0
33,2,9,5.0
35,2,9,1.0
37,2,9,29.0
38,2,9,8.0
40,2,9,44.0
41,2,9,7.0
49,2,9,13.0
55,2,9,4.0
62,2,9,9.0
63,2,9,6.0
64,2,9,5.0
65,2,9,3.0
67,2,9,5.0
69,2,9,3.0
70,2,9,2.0
71,2,9,39.0
72,2,9,2.0
73,2,9,8.0
75,2,9,13.0
2,2,10,11.0
3,2,10,16.0
6,2,10,7.0
11,2,10,4.0
12,2,10,35.0
15,2,10,5.0
19,2,10,140.0
20,2,10,34.0
21,2,10,13.0
22,2,10,7.0
23,2,10,87.0
28,2,10,85.0
29,2,10,46.0
30,2,10,128.0
32,2,10,2.0
33,2,10,6.0
35,2,10,5.0
37,2,10,42.0
38,2,10,10.0
40,2,10,49.0
41,2,10,6.0
43,2,10,1.0
55,2,10,2.0
58,2,10,3.0
62,2,10,5.0
63,2,10,10.0
64,2,10,1.0
65,2,10,2.0
67,2,10,1.0
69,2,10,4.0
70,2,10,1.0
71,2,10,51.0
72,2,10,15.0
73,2,10,3.0
75,2,10,25.0
2,2,11,35.0
3,2,11,50.0
5,2,11,4.0
6,2,11,24.0
11,2,11,17.0
12,2,11,47.0
14,2,11,2.0
15,2,11,5.0
17,2,11,3.0
19,2,11,281.0
20,2,11,91.0
21,2,11,16.0
22,2,11,20.0
23,2,11,146.0
28,2,11,38.0
29,2,11,6.0
30,2,11,152.0
33,2,11,6.0
35,2,11,9.0
37,2,11,55.0
38,2,11,15.0
39,2,11,2.0
40,2,11,93.0
41,2,11,5.0
49,2,11,7.0
55,2,11,7.0
58,2,11,2.0
59,2,11,2.0
62,2,11,12.0
63,2,11,19.0
64,2,11,10.0
65,2,11,13.0
67,2,11,10.0
69,2,11,3.0
71,2,11,56.0
72,2,11,36.0
73,2,11,3.0
75,2,11,19.0
79,2,11,1.0
2,2,12,23.0
3,2,12,15.0
6,2,12,18.0
11,2,12,5.0
15,2,12,2.0
17,2,12,1.0
19,2,12,211.0
20,2,12,21.0
21,2,12,8.0
22,2,12,12.0
23,2,12,133.0
25,2,12,3.0
28,2,12,23.0
29,2,12,3.0
30,2,12,129.0
32,2,12,2.0
33,2,12,3.0
35,2,12,8.0
37,2,12,44.0
38,2,12,19.0
40,2,12,76.0
41,2,12,3.0
49,2,12,2.0
55,2,12,1.0
57,2,12,1.0
58,2,12,1.0
62,2,12,6.0
63,2,12,12.0
64,2,12,13.0
65,2,12,7.0
67,2,12,7.0
70,2,12,1.0
71,2,12,42.0
72,2,12,11.0
73,2,12,4.0
75,2,12,20.0
2,2,13,19.0
3,2,13,43.0
6,2,13,13.0
11,2,13,6.0
12,2,13,38.0
15,2,13,8.0
17,2,13,2.0
19,2,13,169.0
20,2,13,72.0
21,2,13,10.0
22,2,13,7.0
23,2,13,108.0
25,2,13,6.0
28,2,13,26.0
29,2,13,1.0
30,2,13,132.0
32,2,13,2.0
33,2,13,5.0
35,2,13,19.0
37,2,13,25.0
38,2,13,11.0
40,2,13,72.0
41,2,13,2.0
43,2,13,1.0
49,2,13,13.0
55,2,13,2.0
58,2,13,1.0
62,2,13,5.0
63,2,13,9.0
64,2,13,2.0
65,2,13,3.0
67,2,13,1.0
69,2,13,1.0
71,2,13,45.0
72,2,13,12.0
73,2,13,4.0
75,2,13,16.0
2,2,14,8.0
3,2,14,26.0
6,2,14,9.0
11,2,14,6.0
12,2,14,27.0
14,2,14,1.0
15,2,14,5.0
19,2,14,132.0
20,2,14,131.0
21,2,14,19.0
22,2,14,10.0
23,2,14,114.0
25,2,14,1.0
28,2,14,43.0
29,2,14,7.0
30,2,14,137.0
32,2,14,1.0
33,2,14,8.0
35,2,14,22.0
37,2,14,18.0
38,2,14,8.0
40,2,14,84.0
41,2,14,2.0
49,2,14,6.0
55,2,14,12.0
62,2,14,1.0
63,2,14,19.0
64,2,14,10.0
65,2,14,11.0
67,2,14,16.0
70,2,14,1.0
71,2,14,60.0
72,2,14,13.0
73,2,14,3.0
75,2,14,19.0
2,2,15,11.0
3,2,15,16.0
6,2,15,7.0
11,2,15,3.0
12,2,15,8.0
14,2,15,2.0
15,2,15,1.0
19,2,15,115.0
20,2,15,47.0
21,2,15,14.0
22,2,15,5.0
23,2,15,86.0
25,2,15,6.0
28,2,15,41.0
29,2,15,22.0
30,2,15,117.0
32,2,15,1.0
33,2,15,5.0
35,2,15,18.0
37,2,15,37.0
38,2,15,9.0
40,2,15,90.0
41,2,15,5.0
49,2,15,11.0
55,2,15,7.0
62,2,15,1.0
63,2,15,7.0
64,2,15,4.0
65,2,15,5.0
67,2,15,10.0
69,2,15,3.0
70,2,15,2.0
71,2,15,46.0
72,2,15,12.0
73,2,15,1.0
75,2,15,16.0
2,2,16,10.0
3,2,16,13.0
6,2,16,12.0
11,2,16,4.0
12,2,16,8.0
15,2,16,4.0
17,2,16,1.0
19,2,16,132.0
20,2,16,99.0
21,2,16,13.0
22,2,16,5.0
23,2,16,109.0
25,2,16,6.0
28,2,16,82.0
29,2,16,35.0
30,2,16,134.0
33,2,16,5.0
35,2,16,6.0
37,2,16,38.0
38,2,16,5.0
40,2,16,76.0
41,2,16,3.0
49,2,16,2.0
55,2,16,2.0
61,2,16,3.0
63,2,16,8.0
64,2,16,2.0
65,2,16,4.0
67,2,16,10.0
69,2,16,3.0
71,2,16,43.0
72,2,16,15.0
73,2,16,4.0
75,2,16,12.0
77,2,16,1.0
79,2,16,1.0
2,2,17,8.0
3,2,17,23.0
6,2,17,10.0
11,2,17,1.0
12,2,17,9.0
15,2,17,1.0
17,2,17,0.0
19,2,17,124.0
20,2,17,86.0
21,2,17,10.0
22,2,17,14.0
23,2,17,77.0
25,2,17,1.0
28,2,17,80.0
29,2,17,14.0
30,2,17,204.0
32,2,17,1.0
33,2,17,10.0
35,2,17,15.0
37,2,17,31.0
38,2,17,10.0
40,2,17,78.0
41,2,17,1.0
49,2,17,5.0
55,2,17,6.0
58,2,17,3.0
61,2,17,3.0
63,2,17,13.0
64,2,17,1.0
65,2,17,10.0
67,2,17,9.0
69,2,17,4.0
70,2,17,6.0
71,2,17,66.0
72,2,17,14.0
73,2,17,2.0
75,2,17,7.0
2,2,18,4.0
3,2,18,16.0
4,2,18,1.0
5,2,18,1.0
6,2,18,6.0
11,2,18,4.0
12,2,18,9.0
19,2,18,124.0
20,2,18,92.0
21,2,18,17.0
22,2,18,11.0
23,2,18,99.0
28,2,18,53.0
29,2,18,4.0
30,2,18,141.0
32,2,18,4.0
33,2,18,4.0
35,2,18,8.0
37,2,18,12.0
38,2,18,9.0
40,2,18,76.0
41,2,18,2.0
49,2,18,9.0
55,2,18,7.0
61,2,18,2.0
62,2,18,2.0
63,2,18,8.0
64,2,18,10.0
65,2,18,4.0
67,2,18,4.0
69,2,18,4.0
70,2,18,12.0
71,2,18,45.0
72,2,18,12.0
73,2,18,4.0
75,2,18,8.0
79,2,18,2.0
83,2,18,8.0
2,2,19,10.0
3,2,19,23.0
5,2,19,1.0
6,2,19,14.0
11,2,19,2.0
12,2,19,11.0
16,2,19,2.0
19,2,19,141.0
20,2,19,102.0
21,2,19,9.0
22,2,19,13.0
23,2,19,114.0
25,2,19,2.0
28,2,19,61.0
29,2,19,1.0
30,2,19,157.0
32,2,19,5.0
33,2,19,4.0
35,2,19,15.0
37,2,19,27.0
38,2,19,4.0
40,2,19,52.0
41,2,19,7.0
49,2,19,10.0
55,2,19,1.0
56,2,19,1.0
61,2,19,3.0
63,2,19,18.0
64,2,19,17.0
65,2,19,5.0
67,2,19,12.0
69,2,19,6.0
70,2,19,3.0
71,2,19,50.0
72,2,19,18.0
73,2,19,5.0
75,2,19,11.0
79,2,19,15.0
83,2,19,4.0
2,2,20,7.0
3,2,20,32.0
5,2,20,1.0
6,2,20,12.0
7,2,20,3.0
8,2,20,4.0
12,2,20,9.0
15,2,20,1.0
16,2,20,4.0
19,2,20,100.0
20,2,20,136.0
21,2,20,8.0
22,2,20,9.0
23,2,20,77.0
24,2,20,1.0
25,2,20,2.0
28,2,20,90.0
29,2,20,20.0
30,2,20,92.0
32,2,20,6.0
33,2,20,4.0
35,2,20,11.0
37,2,20,22.0
38,2,20,11.0
40,2,20,38.0
41,2,20,2.0
43,2,20,1.0
49,2,20,33.0
55,2,20,6.0
56,2,20,1.0
61,2,20,3.0
63,2,20,31.0
64,2,20,17.0
65,2,20,6.0
67,2,20,6.0
69,2,20,4.0
70,2,20,5.0
71,2,20,52.0
72,2,20,14.0
73,2,20,7.0
75,2,20,6.0
79,2,20,26.0
2,2,21,4.0
3,2,21,19.0
6,2,21,9.0
7,2,21,3.0
12,2,21,7.0
14,2,21,1.0
15,2,21,4.0
16,2,21,2.0
17,2,21,1.0
19,2,21,108.0
20,2,21,120.0
21,2,21,5.0
22,2,21,4.0
23,2,21,77.0
24,2,21,10.0
25,2,21,1.0
28,2,21,28.0
29,2,21,4.0
30,2,21,198.0
35,2,21,16.0
37,2,21,23.0
38,2,21,16.0
40,2,21,60.0
41,2,21,6.0
49,2,21,22.0
55,2,21,4.0
61,2,21,1.0
63,2,21,26.0
64,2,21,17.0
65,2,21,10.0
67,2,21,10.0
69,2,21,9.0
70,2,21,9.0
71,2,21,67.0
72,2,21,15.0
73,2,21,4.0
75,2,21,8.0
77,2,21,1.0
79,2,21,16.0
2,2,22,6.0
3,2,22,13.0
6,2,22,10.0
7,2,22,1.0
12,2,22,7.0
15,2,22,2.0
16,2,22,1.0
19,2,22,126.0
20,2,22,276.0
21,2,22,10.0
22,2,22,7.0
23,2,22,74.0
24,2,22,12.0
25,2,22,4.0
28,2,22,136.0
29,2,22,25.0
30,2,22,110.0
32,2,22,1.0
33,2,22,2.0
35,2,22,23.0
37,2,22,15.0
38,2,22,16.0
40,2,22,43.0
41,2,22,4.0
49,2,22,5.0
55,2,22,5.0
56,2,22,3.0
61,2,22,9.0
63,2,22,29.0
64,2,22,15.0
65,2,22,14.0
67,2,22,9.0
69,2,22,11.0
70,2,22,18.0
71,2,22,82.0
72,2,22,29.0
73,2,22,3.0
75,2,22,9.0
79,2,22,27.0
2,2,23,16.0
3,2,23,34.0
5,2,23,1.0
6,2,23,16.0
7,2,23,19.0
11,2,23,4.0
12,2,23,15.0
14,2,23,2.0
15,2,23,3.0
16,2,23,12.0
19,2,23,295.0
20,2,23,211.0
21,2,23,16.0
22,2,23,19.0
23,2,23,210.0
24,2,23,37.0
25,2,23,1.0
28,2,23,118.0
29,2,23,12.0
30,2,23,167.0
33,2,23,2.0
35,2,23,23.0
37,2,23,32.0
38,2,23,28.0
40,2,23,88.0
41,2,23,4.0
55,2,23,86.0
56,2,23,1.0
58,2,23,1.0
61,2,23,19.0
63,2,23,49.0
64,2,23,41.0
65,2,23,20.0
67,2,23,15.0
69,2,23,55.0
70,2,23,45.0
71,2,23,118.0
72,2,23,42.0
75,2,23,9.0
77,2,23,1.0
79,2,23,32.0
83,2,23,2.0
2,2,24,9.0
3,2,24,24.0
5,2,24,1.0
6,2,24,14.0
7,2,24,6.0
11,2,24,4.0
12,2,24,2.0
15,2,24,2.0
16,2,24,2.0
19,2,24,122.0
20,2,24,88.0
21,2,24,10.0
22,2,24,10.0
23,2,24,110.0
24,2,24,23.0
25,2,24,4.0
28,2,24,92.0
29,2,24,3.0
30,2,24,111.0
33,2,24,1.0
35,2,24,11.0
37,2,24,28.0
38,2,24,8.0
40,2,24,57.0
41,2,24,3.0
49,2,24,13.0
55,2,24,10.0
56,2,24,1.0
58,2,24,2.0
61,2,24,6.0
63,2,24,19.0
64,2,24,24.0
65,2,24,18.0
67,2,24,3.0
69,2,24,17.0
70,2,24,23.0
71,2,24,50.0
72,2,24,31.0
73,2,24,1.0
75,2,24,6.0
79,2,24,18.0
2,2,25,4.0
3,2,25,7.0
6,2,25,2.0
7,2,25,3.0
11,2,25,1.0
16,2,25,1.0
19,2,25,87.0
20,2,25,96.0
21,2,25,8.0
22,2,25,12.0
23,2,25,47.0
24,2,25,35.0
28,2,25,45.0
29,2,25,6.0
30,2,25,112.0
33,2,25,5.0
35,2,25,7.0
37,2,25,19.0
38,2,25,29.0
40,2,25,68.0
41,2,25,9.0
43,2,25,1.0
45,2,25,2.0
49,2,25,3.0
55,2,25,99.0
56,2,25,2.0
57,2,25,10.0
61,2,25,4.0
63,2,25,37.0
64,2,25,20.0
65,2,25,13.0
67,2,25,2.0
69,2,25,10.0
70,2,25,7.0
71,2,25,43.0
72,2,25,22.0
73,2,25,10.0
75,2,25,9.0
79,2,25,10.0
2,2,26,5.0
3,2,26,10.0
6,2,26,4.0
7,2,26,5.0
12,2,26,3.0
15,2,26,2.0
19,2,26,67.0
20,2,26,96.0
21,2,26,7.0
22,2,26,7.0
23,2,26,44.0
24,2,26,18.0
25,2,26,2.0
28,2,26,70.0
29,2,26,2.0
30,2,26,126.0
33,2,26,4.0
35,2,26,6.0
37,2,26,47.0
38,2,26,7.0
40,2,26,68.0
41,2,26,2.0
49,2,26,2.0
55,2,26,8.0
61,2,26,1.0
63,2,26,20.0
64,2,26,9.0
65,2,26,8.0
67,2,26,4.0
69,2,26,19.0
70,2,26,17.0
71,2,26,36.0
72,2,26,14.0
73,2,26,3.0
75,2,26,7.0
79,2,26,12.0
2,2,27,2.0
3,2,27,11.0
6,2,27,5.0
7,2,27,12.0
12,2,27,1.0
16,2,27,1.0
19,2,27,43.0
20,2,27,82.0
21,2,27,3.0
22,2,27,4.0
23,2,27,33.0
24,2,27,18.0
25,2,27,25.0
28,2,27,29.0
29,2,27,4.0
30,2,27,233.0
33,2,27,2.0
35,2,27,7.0
37,2,27,45.0
38,2,27,19.0
40,2,27,83.0
41,2,27,6.0
49,2,27,12.0
55,2,27,8.0
58,2,27,1.0
61,2,27,5.0
63,2,27,17.0
64,2,27,14.0
65,2,27,9.0
67,2,27,5.0
69,2,27,5.0
70,2,27,15.0
71,2,27,66.0
72,2,27,19.0
73,2,27,1.0
75,2,27,5.0
79,2,27,9.0
2,2,28,4.0
3,2,28,8.0
6,2,28,4.0
7,2,28,2.0
11,2,28,1.0
12,2,28,1.0
14,2,28,1.0
15,2,28,1.0
19,2,28,59.0
20,2,28,137.0
21,2,28,6.0
22,2,28,10.0
23,2,28,38.0
24,2,28,15.0
25,2,28,15.0
28,2,28,101.0
29,2,28,23.0
30,2,28,127.0
33,2,28,5.0
35,2,28,13.0
37,2,28,13.0
38,2,28,4.0
40,2,28,58.0
41,2,28,1.0
42,2,28,8.0
49,2,28,15.0
61,2,28,12.0
63,2,28,25.0
64,2,28,6.0
65,2,28,7.0
67,2,28,7.0
69,2,28,8.0
70,2,28,32.0
71,2,28,44.0
72,2,28,12.0
73,2,28,1.0
75,2,28,9.0
79,2,28,10.0
2,2,29,1.0
3,2,29,7.0
6,2,29,9.0
7,2,29,5.0
11,2,29,1.0
12,2,29,3.0
15,2,29,1.0
16,2,29,1.0
19,2,29,81.0
20,2,29,100.0
21,2,29,4.0
22,2,29,5.0
23,2,29,70.0
24,2,29,17.0
25,2,29,9.0
28,2,29,31.0
29,2,29,3.0
30,2,29,113.0
33,2,29,4.0
35,2,29,9.0
37,2,29,53.0
38,2,29,15.0
40,2,29,59.0
41,2,29,8.0
42,2,29,8.0
47,2,29,1.0
49,2,29,7.0
55,2,29,1.0
56,2,29,1.0
58,2,29,1.0
61,2,29,17.0
63,2,29,22.0
64,2,29,13.0
65,2,29,3.0
67,2,29,2.0
69,2,29,15.0
70,2,29,28.0
71,2,29,45.0
72,2,29,13.0
73,2,29,3.0
75,2,29,6.0
79,2,29,9.0
2,2,30,5.0
3,2,30,15.0
5,2,30,2.0
6,2,30,3.0
7,2,30,4.0
11,2,30,1.0
12,2,30,1.0
14,2,30,1.0
16,2,30,1.0
19,2,30,104.0
20,2,30,79.0
21,2,30,6.0
22,2,30,10.0
23,2,30,82.0
24,2,30,15.0
25,2,30,9.0
28,2,30,33.0
29,2,30,4.0
30,2,30,86.0
33,2,30,8.0
35,2,30,6.0
37,2,30,29.0
38,2,30,10.0
40,2,30,68.0
41,2,30,4.0
42,2,30,7.0
47,2,30,2.0
49,2,30,2.0
55,2,30,9.0
58,2,30,1.0
61,2,30,4.0
62,2,30,1.0
63,2,30,28.0
64,2,30,10.0
65,2,30,12.0
67,2,30,4.0
69,2,30,16.0
70,2,30,31.0
71,2,30,42.0
72,2,30,13.0
73,2,30,3.0
75,2,30,6.0
79,2,30,8.0
3,2,31,13.0
5,2,31,2.0
6,2,31,7.0
7,2,31,4.0
12,2,31,1.0
19,2,31,121.0
20,2,31,95.0
21,2,31,4.0
22,2,31,9.0
23,2,31,130.0
24,2,31,34.0
25,2,31,6.0
28,2,31,39.0
29,2,31,1.0
30,2,31,158.0
33,2,31,8.0
35,2,31,9.0
37,2,31,38.0
38,2,31,16.0
40,2,31,83.0
42,2,31,8.0
49,2,31,5.0
55,2,31,7.0
58,2,31,1.0
61,2,31,13.0
63,2,31,27.0
64,2,31,14.0
65,2,31,14.0
67,2,31,2.0
69,2,31,20.0
70,2,31,14.0
71,2,31,8.0
72,2,31,17.0
73,2,31,3.0
75,2,31,3.0
79,2,31,4.0
83,2,31,4.0
3,2,32,27.0
6,2,32,6.0
7,2,32,6.0
11,2,32,2.0
12,2,32,3.0
14,2,32,1.0
15,2,32,1.0
16,2,32,1.0
19,2,32,111.0
20,2,32,150.0
22,2,32,20.0
